zip,zip_lat,zip_long,fac_long,fac_lat,facility_name,nearest_distance
27690,35.7719,-78.6388,-78.588742,35.786371,WakeMed Raleigh Campus,2.984669526
27695,35.814801,-78.720216,-78.707705,35.813791,Raleigh Endoscopy Center,0.706163223
27697,35.7719,-78.6388,-78.588742,35.786371,WakeMed Raleigh Campus,2.984669526
27698,35.7719,-78.6388,-78.588742,35.786371,WakeMed Raleigh Campus,2.984669526
27699,35.7719,-78.6388,-78.588742,35.786371,WakeMed Raleigh Campus,2.984669526
27701,35.995918,-78.902135,-78.935258,36.004745,Duke South / Duke Clinic at Duke University Hospital,1.95336368
27702,35.9939,-78.8986,-78.935258,36.004745,Duke South / Duke Clinic at Duke University Hospital,2.186118211
27703,35.946905,-78.794098,-78.793261,35.900152,Duke GI at Brier Creek,3.224456105
27704,36.039046,-78.831844,-78.897442,36.037674,Durham Regional Hospital,3.675358391
27705,36.033619,-78.982388,-78.935258,36.004745,Duke South / Duke Clinic at Duke University Hospital,3.307063288
27706,35.993193,-78.94173,-78.935258,36.004745,Duke South / Duke Clinic at Duke University Hospital,0.875290936
27707,35.948152,-78.955534,-78.931829,35.91001,Triangle Endoscopy Center,2.947229182
27708,36.0073,-78.9206,-78.935258,36.004745,Duke South / Duke Clinic at Duke University Hospital,0.840016442
27709,35.913747,-78.86333,-78.931829,35.91001,Triangle Endoscopy Center,3.85138233
27710,35.9939,-78.8986,-78.935258,36.004745,Duke South / Duke Clinic at Duke University Hospital,2.186118211
27711,35.9939,-78.8986,-78.935258,36.004745,Duke South / Duke Clinic at Duke University Hospital,2.186118211
27712,36.091772,-78.899662,-78.898765,36.040251,Davis Ambulatory,3.553357897
27713,35.885691,-78.929493,-78.931829,35.91001,Triangle Endoscopy Center,1.682159526
27715,35.9939,-78.8986,-78.935258,36.004745,Duke South / Duke Clinic at Duke University Hospital,2.186118211
27717,35.9939,-78.8986,-78.935258,36.004745,Duke South / Duke Clinic at Duke University Hospital,2.186118211
27722,35.9939,-78.8986,-78.935258,36.004745,Duke South / Duke Clinic at Duke University Hospital,2.186118211
27801,35.918873,-77.731863,-77.848356,35.973064,Nash General Hospital,7.525793303
27802,35.9396,-77.8008,-77.848356,35.973064,Nash General Hospital,3.526335862
27803,35.898918,-77.85835,-77.848356,35.973064,Nash General Hospital,5.143789857
27804,35.987256,-77.848535,-77.844292,35.978829,Boice-Willis Clinic Endoscopy Center,0.627914309
27805,36.195198,-77.092004,-76.994099,36.285103,Roanoke-Chowan Hospital,8.267991404
27806,35.307614,-76.773972,-77.066269,35.11196,CarolinaEast Medical Center /Craven Regional Medical Center,21.34517095
27807,35.801956,-78.082737,-77.946287,35.766007,Carolina Gastroenterology Specialists,8.057870078
27808,35.473271,-76.760011,-77.03903,35.548802,Beaufort County Hospital,16.57111693
27809,36.025296,-77.777548,-77.844292,35.978829,Boice-Willis Clinic Endoscopy Center,4.925069594
27810,35.513521,-76.596484,-77.03903,35.548802,Beaufort County Hospital,19.82087192
27811,35.5857,-77.5171,-77.408247,35.600773,Atlantic Gastroenterology Endoscopy Center,6.218455422
27812,35.756616,-77.38589,-77.401127,35.610322,East Carolina Endoscopy Center,10.12447258
27813,35.633466,-77.932404,-77.949711,35.717193,Wilson Digestive Diseases Center,5.855169492
27814,35.38522,-76.926138,-77.03903,35.548802,Beaufort County Hospital,12.95345348
27815,35.8979,-77.7935,-77.848356,35.973064,Nash General Hospital,6.027598395
27816,36.109878,-78.081243,-78.294053,36.112408,Franklin Regional Medical Center,11.90977456
27817,35.442511,-77.075544,-77.03903,35.548802,Beaufort County Hospital,7.613111423
27818,36.488704,-77.033813,-76.994099,36.285103,Roanoke-Chowan Hospital,14.21509105
27819,35.832482,-77.441263,-77.556981,35.921747,Heitage Hospital,8.948294629
27820,36.416396,-77.256976,-76.994099,36.285103,Roanoke-Chowan Hospital,17.23542021
27821,35.345609,-76.86055,-77.03903,35.548802,Beaufort County Hospital,17.25500057
27822,35.810364,-77.864902,-77.946287,35.766007,Carolina Gastroenterology Specialists,5.501484494
27823,36.196945,-77.719464,-77.844292,35.978829,Boice-Willis Clinic Endoscopy Center,16.58546262
27824,35.524618,-76.050433,-75.616936,35.940726,The Outer Banks Hospital,12.90854795
27825,35.8347,-77.1737,-77.072726,35.840816,Martin General Hospital,5.685521251
27826,35.599023,-76.260656,-76.6096,36.071153,Chowan Hospital,0
27827,35.701452,-77.503171,-77.401127,35.610322,East Carolina Endoscopy Center,8.513035853
27828,35.585317,-77.568367,-77.408247,35.600773,Atlantic Gastroenterology Endoscopy Center,9.08128954
27829,35.690419,-77.636238,-77.405938,35.60513,Carolina Digestive Diseases,14.23431359
27830,35.54859,-77.957656,-77.953538,35.401633,Goldsboro Endoscopy Center,10.13614623
27831,36.478206,-77.535078,-77.648553,36.434252,Halifax Regional Medical Center,7.011177885
27832,36.512044,-77.717634,-77.648553,36.434252,Halifax Regional Medical Center,6.602266631
27833,35.6116,-77.3732,-77.401127,35.610322,East Carolina Endoscopy Center,1.57506545
27834,35.6631,-77.369092,-77.401127,35.610322,East Carolina Endoscopy Center,4.061710218
27835,35.6112,-77.3731,-77.401127,35.610322,East Carolina Endoscopy Center,1.579394008
27836,35.6112,-77.3731,-77.401127,35.610322,East Carolina Endoscopy Center,1.579394008
27837,35.513026,-77.201504,-77.03903,35.548802,Beaufort County Hospital,9.484632298
27839,36.288649,-77.559248,-77.648553,36.434252,Halifax Regional Medical Center,11.20931258
27840,35.950164,-77.230225,-77.072726,35.840816,Martin General Hospital,11.61729386
27841,35.909221,-77.27697,-77.072726,35.840816,Martin General Hospital,12.39591087
27842,36.521242,-77.854275,-77.648553,36.434252,Halifax Regional Medical Center,12.93375079
27843,36.012356,-77.443016,-77.555189,35.924217,Tarboro Clinic,8.745717201
27844,36.251473,-77.932841,-77.844292,35.978829,Boice-Willis Clinic Endoscopy Center,19.44418084
27845,36.373692,-77.443846,-77.648553,36.434252,Halifax Regional Medical Center,12.15263779
27846,35.772772,-76.884616,-77.072726,35.840816,Martin General Hospital,11.5617608
27847,36.186671,-77.181039,-76.994099,36.285103,Roanoke-Chowan Hospital,12.45647855
27849,36.064772,-77.203161,-77.072726,35.840816,Martin General Hospital,17.08834592
27850,36.41099,-77.880562,-77.648553,36.434252,Halifax Regional Medical Center,13.03052159
27851,35.638997,-78.030994,-77.949711,35.717193,Wilson Digestive Diseases Center,7.070440926
27852,35.786528,-77.644312,-77.556981,35.921747,Heitage Hospital,10.53502145
27853,36.501807,-77.294176,-77.648553,36.434252,Halifax Regional Medical Center,20.28260284
27855,36.420116,-77.065312,-76.994099,36.285103,Roanoke-Chowan Hospital,10.12333086
27856,36.020452,-77.998174,-77.848356,35.973064,Nash General Hospital,9.009293521
27857,35.975238,-77.307596,-77.555189,35.924217,Tarboro Clinic,14.322096
27858,35.523838,-77.288253,-77.406194,35.597618,Quadrangle Endoscopy Center,8.36939348
27860,35.623305,-76.718936,-77.03903,35.548802,Beaufort County Hospital,18.74803803
27861,35.8205,-77.3109,-77.072726,35.840816,Martin General Hospital,13.44822469
27862,36.492412,-77.190738,-76.994099,36.285103,Roanoke-Chowan Hospital,18.01768415
27863,35.486124,-77.974478,-77.953538,35.401633,Goldsboro Endoscopy Center,5.944697583
27864,35.815424,-77.666588,-77.556981,35.921747,Heitage Hospital,9.571237102
27865,35.598816,-76.812706,-77.03903,35.548802,Beaufort County Hospital,13.20861363
27866,36.508688,-77.483945,-77.648553,36.434252,Halifax Regional Medical Center,10.50825523
27867,36.3632,-77.2395,-76.994099,36.285103,Roanoke-Chowan Hospital,14.71608984
27868,36.0384,-77.9068,-77.844292,35.978829,Boice-Willis Clinic Endoscopy Center,5.39845039
27869,36.265792,-77.33751,-76.994099,36.285103,Roanoke-Chowan Hospital,19.22279129
27870,36.414812,-77.714025,-77.648553,36.434252,Halifax Regional Medical Center,3.887594997
27871,35.815464,-77.261866,-77.072726,35.840816,Martin General Hospital,10.76471634
27872,36.189308,-77.248841,-76.994099,36.285103,Roanoke-Chowan Hospital,15.69070282
27873,35.653671,-77.775303,-77.943539,35.720606,Wilson Medical Center,10.5300689
27874,36.128394,-77.402533,-77.555189,35.924217,Tarboro Clinic,16.47382126
27875,35.5384,-76.453714,-77.03903,35.548802,Beaufort County Hospital,11.65266331
27876,36.488374,-77.39631,-77.648553,36.434252,Halifax Regional Medical Center,14.53947035
27877,36.509969,-77.174996,-76.994099,36.285103,Roanoke-Chowan Hospital,18.4993319
27878,35.865594,-77.83036,-77.848356,35.973064,Nash General Hospital,7.4796224
27879,35.5749,-77.2806,-77.400927,35.605867,Piit County Memorial Hospital,7.105911755
27880,35.738707,-78.107894,-77.949711,35.717193,Wilson Digestive Diseases Center,9.017338003
27881,35.9679,-77.4458,-77.555189,35.924217,Tarboro Clinic,6.833796069
27882,35.949475,-78.114722,-77.848356,35.973064,Nash General Hospital,15.02200531
27883,35.61021,-77.8062,-77.943539,35.720606,Wilson Medical Center,10.84810377
27884,35.71364,-77.273658,-77.401127,35.610322,East Carolina Endoscopy Center,10.1102055
27885,35.416114,-76.26658,-77.03903,35.548802,Beaufort County Hospital,12.61706035
27886,35.885969,-77.506034,-77.556981,35.921747,Heitage Hospital,3.775942782
27887,36.2514,-77.4856,-77.648553,36.434252,Halifax Regional Medical Center,15.54616195
27888,35.589088,-77.727333,-77.943539,35.720606,Wilson Medical Center,15.17605588
27889,35.596535,-77.006273,-77.03903,35.548802,Beaufort County Hospital,3.773554338
27890,36.411282,-77.5906,-77.648553,36.434252,Halifax Regional Medical Center,3.597648383
27891,36.10061,-77.768194,-77.844292,35.978829,Boice-Willis Clinic Endoscopy Center,9.41789401
27892,35.806785,-77.057044,-77.072726,35.840816,Martin General Hospital,2.506581676
27893,35.677489,-77.912469,-77.949711,35.717193,Wilson Digestive Diseases Center,3.447412835
27894,35.7213,-77.9155,-77.943539,35.720606,Wilson Medical Center,1.577466857
27895,35.7213,-77.9155,-77.943539,35.720606,Wilson Medical Center,1.577466857
27896,35.799686,-77.97908,-77.946287,35.766007,Carolina Gastroenterology Specialists,2.964661596
27897,36.31114,-77.198131,-76.994099,36.285103,Roanoke-Chowan Hospital,11.53084216
27906,36.3018,-76.2238,-76.219808,36.321337,Albermarle Hospital,1.365669964
27907,36.3018,-76.2238,-76.219808,36.321337,Albermarle Hospital,1.365669964
27909,36.317064,-76.27538,-76.219808,36.321337,Albermarle Hospital,3.115464119
27910,36.296771,-77.018298,-76.994099,36.285103,Roanoke-Chowan Hospital,1.572523655
27915,35.336764,-75.510004,-75.616936,35.940726,The Outer Banks Hospital,5.03204273
27916,36.313566,-75.911188,-76.219808,36.321337,Albermarle Hospital,17.23291968
27917,36.359834,-75.995817,-76.219808,36.321337,Albermarle Hospital,12.77650371
27919,36.307658,-76.513697,-76.219808,36.321337,Albermarle Hospital,16.43014791
27920,35.265382,-75.528516,-75.616936,35.940726,The Outer Banks Hospital,0
27921,36.355577,-76.163651,-76.219808,36.321337,Albermarle Hospital,3.923533988
27922,36.312994,-76.850488,-76.994099,36.285103,Roanoke-Chowan Hospital,8.244570288
27923,36.357036,-75.94273,-76.219808,36.321337,Albermarle Hospital,15.65468995
27924,36.164306,-76.844594,-76.994099,36.285103,Roanoke-Chowan Hospital,11.79783462
27925,35.797912,-76.206504,-76.6096,36.071153,Chowan Hospital,14.04916943
27926,36.496654,-76.590876,-76.219808,36.321337,Albermarle Hospital,23.96010668
27927,36.389418,-75.838035,-76.219808,36.321337,Albermarle Hospital,21.80846467
27928,35.81631,-76.471684,-76.6096,36.071153,Chowan Hospital,19.1149475
27929,36.431262,-75.997144,-76.219808,36.321337,Albermarle Hospital,14.5491087
27930,36.157,-76.3166,-76.219808,36.321337,Albermarle Hospital,12.55733105
27932,36.121265,-76.565424,-76.6096,36.071153,Chowan Hospital,4.24924648
27935,36.424173,-76.858867,-76.994099,36.285103,Roanoke-Chowan Hospital,12.20241478
27936,35.241483,-75.617633,-75.616936,35.940726,The Outer Banks Hospital,5.303039991
27937,36.49286,-76.793062,-76.994099,36.285103,Roanoke-Chowan Hospital,18.19226994
27938,36.37796,-76.712822,-76.994099,36.285103,Roanoke-Chowan Hospital,16.95184532
27939,36.24389,-75.903803,-76.219808,36.321337,Albermarle Hospital,18.43526977
27941,36.118409,-75.83133,-75.616936,35.940726,The Outer Banks Hospital,17.15729699
27942,36.295528,-76.774504,-76.994099,36.285103,Roanoke-Chowan Hospital,12.2812657
27943,35.219386,-75.687242,-75.616936,35.940726,The Outer Banks Hospital,9.522511412
27944,36.184575,-76.391049,-76.219808,36.321337,Albermarle Hospital,13.43310448
27946,36.356374,-76.631518,-76.6096,36.071153,Chowan Hospital,19.70806369
27947,36.190701,-75.86037,-75.616936,35.940726,The Outer Banks Hospital,21.97620531
27948,36.044,-75.687078,-75.616936,35.940726,The Outer Banks Hospital,8.134736066
27949,36.136112,-75.729414,-75.616936,35.940726,The Outer Banks Hospital,14.87421434
27950,36.51675,-76.017436,-76.219808,36.321337,Albermarle Hospital,17.57458783
27953,35.822866,-75.886176,-75.616936,35.940726,The Outer Banks Hospital,17.15714288
27954,35.895018,-75.670684,-75.616936,35.940726,The Outer Banks Hospital,4.361838705
27956,36.400228,-76.002888,-76.219808,36.321337,Albermarle Hospital,13.26690775
27957,36.073224,-76.767058,-76.6096,36.071153,Chowan Hospital,8.816596509
27958,36.467089,-76.158208,-76.219808,36.321337,Albermarle Hospital,10.62252442
27959,35.933658,-75.615685,-75.616936,35.940726,The Outer Banks Hospital,0.492437884
27960,35.11232,-75.97622,-76.75366,34.724829,Carteret General Hospital,27.45218153
27962,35.813176,-76.753124,-77.072726,35.840816,Martin General Hospital,18.04951657
27964,36.085846,-75.800008,-75.616936,35.940726,The Outer Banks Hospital,14.33046533
27965,36.2666,-75.886029,-76.219808,36.321337,Albermarle Hospital,19.01284876
27966,36.147659,-75.838013,-75.616936,35.940726,The Outer Banks Hospital,18.89314373
27967,36.223521,-76.966643,-76.994099,36.285103,Roanoke-Chowan Hospital,4.515378752
27968,35.671387,-75.496086,-75.616936,35.940726,The Outer Banks Hospital,19.77515696
27969,36.4614,-76.8125,-76.994099,36.285103,Roanoke-Chowan Hospital,15.82423882
27970,35.844008,-76.546798,-76.6096,36.071153,Chowan Hospital,16.05501829
27972,35.474875,-75.485005,-75.616936,35.940726,The Outer Banks Hospital,14.65297231
27973,36.358956,-76.086698,-76.219808,36.321337,Albermarle Hospital,7.867039026
27974,36.261984,-76.008225,-76.219808,36.321337,Albermarle Hospital,12.50177209
27976,36.466228,-76.358719,-76.219808,36.321337,Albermarle Hospital,12.64280501
27978,35.774129,-75.831418,-75.616936,35.940726,The Outer Banks Hospital,16.64211625
27979,36.421411,-76.577336,-76.219808,36.321337,Albermarle Hospital,21.10106659
27980,36.247378,-76.63032,-76.6096,36.071153,Chowan Hospital,12.2081744
27981,35.839141,-75.639946,-75.616936,35.940726,The Outer Banks Hospital,7.12332359
27982,35.562896,-75.473837,-75.616936,35.940726,The Outer Banks Hospital,20.7458918
27983,35.99419,-76.942242,-77.072726,35.840816,Martin General Hospital,12.86248051
27985,36.215999,-76.480688,-76.6096,36.071153,Chowan Hospital,12.31971681
27986,36.396326,-76.936051,-76.994099,36.285103,Roanoke-Chowan Hospital,8.326279326
28001,35.338477,-80.209994,-80.194304,35.362616,Stanly Regional Medical Center,1.885777304
28002,35.3544,-80.1903,-80.194304,35.362616,Stanly Regional Medical Center,0.610006662
28006,35.405054,-81.089852,-81.20151,35.488313,Lincoln Medical Center,8.523831524
28007,35.106882,-80.102552,-80.07552,34.960882,Anson Community Hospital,10.18282278
28009,35.409755,-80.106605,-80.194304,35.362616,Stanly Regional Medical Center,5.923649862
28010,35.7188,-80.8984,-80.876853,35.799414,Iredell Memorial Hospital,5.689431383
28012,35.218354,-81.042952,-81.030765,35.249063,CaroMont Endoscopy Center,2.226889787
28016,35.327263,-81.288257,-81.356057,35.240952,Kings Mountain Hospital,7.079128292
28017,35.255584,-81.649487,-81.537819,35.301502,Cleveland Regional Medical Center,7.063424086
28018,35.467813,-81.791796,-81.965061,35.363523,Rutherford Hospital,12.13962707
28019,35.280566,-81.790526,-81.965061,35.363523,Rutherford Hospital,11.4021192
28020,35.530002,-81.635017,-81.657718,35.723482,Blue Ridge Digestive Center,13.40290996
28021,35.3991,-81.393842,-81.539428,35.304557,Cleveland Ambulatory Services (CAS),10.49478362
28023,35.575642,-80.59619,-80.583427,35.463257,Northeast Digestive Health Center,7.782944144
28024,35.2381,-81.7701,-81.539428,35.304557,Cleveland Ambulatory Services (CAS),13.82554461
28025,35.378204,-80.524292,-80.603171,35.434617,Carolinas Medical Center (CMC)-NorthEast,5.912795536
28026,35.4089,-80.5794,-80.603171,35.434617,Carolinas Medical Center (CMC)-NorthEast,2.223697212
28027,35.419708,-80.675816,-80.603171,35.434617,Carolinas Medical Center (CMC)-NorthEast,4.226972565
28031,35.470846,-80.886209,-80.864122,35.440077,Presbyterian Endoscopy Center of Huntersville,2.460571747
28032,35.234322,-81.079276,-81.030765,35.249063,CaroMont Endoscopy Center,2.926392741
28033,35.417208,-81.33654,-81.20151,35.488313,Lincoln Medical Center,9.059984124
28034,35.351626,-81.183724,-81.138724,35.275053,Gaston Memorial Hospital,5.860617407
28035,35.5095,-80.8433,-80.85153,35.547783,Lake Norman Regional Medical Center,2.680297626
28036,35.483306,-80.797854,-80.864122,35.440077,Presbyterian Endoscopy Center of Huntersville,4.781447786
28037,35.507274,-81.037174,-81.20151,35.488313,Lincoln Medical Center,9.358723509
28038,35.19993,-81.543914,-81.537819,35.301502,Cleveland Regional Medical Center,7.012160981
28039,35.6818,-80.4328,-80.471419,35.681738,Rowan Regional Medical Center,2.172761833
28040,35.391915,-81.756021,-81.965061,35.363523,Rutherford Hospital,11.96655747
28041,35.5867,-80.4633,-80.471419,35.681738,Rowan Regional Medical Center,6.569478906
28042,35.4288,-81.5019,-81.539428,35.304557,Cleveland Ambulatory Services (CAS),8.825400328
28043,35.309842,-81.870287,-81.965061,35.363523,Rutherford Hospital,6.509758711
28052,35.229809,-81.242912,-81.356057,35.240952,Kings Mountain Hospital,6.446902617
28053,35.2616,-81.1875,-81.138724,35.275053,Gaston Memorial Hospital,2.910094305
28054,35.261904,-81.149754,-81.138724,35.275053,Gaston Memorial Hospital,1.100499732
28055,35.2616,-81.1875,-81.138724,35.275053,Gaston Memorial Hospital,2.910094305
28056,35.244282,-81.125253,-81.138724,35.275053,Gaston Memorial Hospital,2.254389982
28070,35.4108,-80.8434,-80.861274,35.407662,Presbyterian Hospital Huntersville,1.031963899
28071,35.510274,-80.320814,-80.194304,35.362616,Stanly Regional Medical Center,12.43536777
28072,35.616452,-80.444174,-80.471419,35.681738,Rowan Regional Medical Center,4.755955669
28073,35.205958,-81.475715,-81.356057,35.240952,Kings Mountain Hospital,7.187529612
28074,35.2425,-81.8753,-81.965061,35.363523,Rutherford Hospital,9.766372633
28075,35.298868,-80.647537,-80.748025,35.307809,Carolinas Medical Center - University,5.713523142
28076,35.25135,-81.779506,-81.965061,35.363523,Rutherford Hospital,13.03174476
28077,35.403708,-81.203004,-81.20151,35.488313,Lincoln Medical Center,5.83455575
28078,35.400197,-80.866352,-80.865963,35.398019,Charlotte Gastroenterology & Hepatology (John J. Delaney Drive),0.151780448
28079,35.111471,-80.609882,-80.662122,35.169946,Presbyterian Mint Hill,5.001110644
28080,35.455008,-81.108086,-81.20151,35.488313,Lincoln Medical Center,5.748572999
28081,35.499715,-80.676534,-80.59125,35.454296,Gateway Ambulatory Surgery Center,5.740111852
28082,35.4874,-80.6218,-80.583427,35.463257,Northeast Digestive Health Center,2.730647474
28083,35.493983,-80.575249,-80.583427,35.463257,Northeast Digestive Health Center,2.168356277
28086,35.25654,-81.369912,-81.356057,35.240952,Kings Mountain Hospital,1.330205069
28088,35.545676,-80.614461,-80.583427,35.463257,Northeast Digestive Health Center,5.9465582
28089,35.316683,-81.667995,-81.539428,35.304557,Cleveland Ambulatory Services (CAS),7.31464572
28090,35.476318,-81.571832,-81.539428,35.304557,Cleveland Ambulatory Services (CAS),11.98418732
28091,34.990347,-79.963184,-80.07552,34.960882,Anson Community Hospital,6.69125556
28092,35.480518,-81.250199,-81.20151,35.488313,Lincoln Medical Center,2.798150155
28093,35.4736,-81.2547,-81.20151,35.488313,Lincoln Medical Center,3.166927012
28097,35.294434,-80.402291,-80.194304,35.362616,Stanly Regional Medical Center,12.65842768
28098,35.271061,-81.099142,-81.138724,35.275053,Gaston Memorial Hospital,2.255099633
28101,35.256762,-81.079574,-81.030765,35.249063,CaroMont Endoscopy Center,2.811256773
28102,34.824542,-79.960128,-80.07552,34.960882,Anson Community Hospital,11.46046911
28103,35.005014,-80.35865,-80.522368,34.973825,Union Regional Medical Center,9.535547725
28104,35.074212,-80.686885,-80.713937,35.121801,Presbyterian Matthews,3.621751765
28105,35.110446,-80.708955,-80.713937,35.121801,Presbyterian Matthews,0.83226728
28106,35.1169,-80.7237,-80.713937,35.121801,Presbyterian Matthews,0.648170757
28107,35.245767,-80.523064,-80.662122,35.169946,Presbyterian Mint Hill,9.44789697
28108,34.9379,-80.6688,-80.527051,34.969472,Carolina Endoscopy Center - Monroe,8.336046809
28109,35.486712,-80.287975,-80.194304,35.362616,Stanly Regional Medical Center,10.05853063
28110,35.070306,-80.529505,-80.522368,34.973825,Union Regional Medical Center,6.664696334
28111,34.9853,-80.5498,-80.527051,34.969472,Carolina Endoscopy Center - Monroe,1.690504077
28112,34.901772,-80.538084,-80.527051,34.969472,Carolina Endoscopy Center - Monroe,4.709716178
28114,35.256957,-81.733427,-81.539428,35.304557,Cleveland Ambulatory Services (CAS),11.44951596
28115,35.588778,-80.762717,-80.85153,35.547783,Lake Norman Regional Medical Center,5.747110531
28117,35.571472,-80.895998,-80.85153,35.547783,Lake Norman Regional Medical Center,2.99108149
28119,34.86325,-80.013399,-80.07552,34.960882,Anson Community Hospital,7.600228002
28120,35.323088,-81.016616,-81.030765,35.249063,CaroMont Endoscopy Center,5.16657137
28123,35.5432,-80.8475,-80.85153,35.547783,Lake Norman Regional Medical Center,0.389172718
28124,35.391344,-80.409069,-80.583427,35.463257,Northeast Digestive Health Center,11.01943464
28125,35.660354,-80.710404,-80.85153,35.547783,Lake Norman Regional Medical Center,11.10954354
28126,35.2795,-80.7358,-80.749538,35.305831,Endoscopy Services Center - University,1.974748742
28127,35.454222,-80.202565,-80.194304,35.362616,Stanly Regional Medical Center,6.333853936
28128,35.218841,-80.159832,-80.194304,35.362616,Stanly Regional Medical Center,10.10350361
28129,35.226778,-80.328652,-80.194304,35.362616,Stanly Regional Medical Center,12.05877536
28130,35.2747,-80.9387,-81.030765,35.249063,CaroMont Endoscopy Center,5.498605047
28133,34.958686,-80.247074,-80.07552,34.960882,Anson Community Hospital,9.73921756
28134,35.077531,-80.890748,-80.868406,35.093345,Carolina Endoscopy Center - Pineville,1.67104972
28135,35.01056,-80.181062,-80.07552,34.960882,Anson Community Hospital,6.899386653
28136,35.4108,-81.6447,-81.539428,35.304557,Cleveland Ambulatory Services (CAS),9.435608628
28137,35.503388,-80.262548,-80.194304,35.362616,Stanly Regional Medical Center,10.44306275
28138,35.52046,-80.455747,-80.583427,35.463257,Northeast Digestive Health Center,8.210058437
28139,35.334654,-82.035952,-81.965061,35.363523,Rutherford Hospital,4.472353556
28144,35.71288,-80.444172,-80.471419,35.681738,Rowan Regional Medical Center,2.638322602
28145,35.6705,-80.4744,-80.471419,35.681738,Rowan Regional Medical Center,0.792890508
28146,35.62448,-80.397511,-80.471419,35.681738,Rowan Regional Medical Center,5.735180886
28147,35.694216,-80.558152,-80.471419,35.681738,Rowan Regional Medical Center,4.954627309
28150,35.364426,-81.5682,-81.539428,35.304557,Cleveland Ambulatory Services (CAS),4.436781233
28151,35.2923,-81.5356,-81.537819,35.301502,Cleveland Regional Medical Center,0.646789978
28152,35.240607,-81.589832,-81.537819,35.301502,Cleveland Regional Medical Center,5.126564783
28159,35.692742,-80.431704,-80.471419,35.681738,Rowan Regional Medical Center,2.359607523
28160,35.362562,-81.925473,-81.965061,35.363523,Rutherford Hospital,2.237079653
28163,35.21275,-80.43256,-80.662122,35.169946,Presbyterian Mint Hill,13.32500059
28164,35.385008,-81.04397,-81.138724,35.275053,Gaston Memorial Hospital,9.281822695
28166,35.680374,-80.871896,-80.876853,35.799414,Iredell Memorial Hospital,8.213546118
28167,35.48757,-81.979763,-81.965061,35.363523,Rutherford Hospital,8.593799718
28168,35.549362,-81.407226,-81.290895,35.696236,Alexander Hospital,12.06133414
28169,35.361535,-81.428475,-81.539428,35.304557,Cleveland Ambulatory Services (CAS),7.398742626
28170,35.054174,-80.083576,-80.07552,34.960882,Anson Community Hospital,6.44870792
28173,34.925912,-80.73473,-80.848032,35.052354,Carolinas Gasttroenterology Center - Ballantyne,10.8323706
28174,34.963934,-80.434734,-80.522368,34.973825,Union Regional Medical Center,5.020417552
28201,35.2287,-80.8458,-80.825532,35.212877,Presbyterian Hospital,1.582899862
28202,35.227646,-80.84375,-80.825532,35.212877,Presbyterian Hospital,1.449028854
28203,35.208484,-80.858125,-80.837469,35.203781,Carolinas Medical Center / Center for Mental Health,1.213136712
28204,35.213364,-80.8262,-80.825532,35.212877,Presbyterian Hospital,0.050562126
28205,35.218036,-80.786844,-80.82177,35.209819,Carolinas Medical Center - Mercy and Pineville,2.055998544
28206,35.251784,-80.820887,-80.825532,35.212877,Presbyterian Hospital,2.695581583
28207,35.195578,-80.826754,-80.837335,35.203793,Carolinas Gastroenterology Center - Medical Center Plaxa,0.824313348
28208,35.235858,-80.908465,-80.837469,35.203781,Carolinas Medical Center / Center for Mental Health,4.585859615
28209,35.17662,-80.852575,-80.837469,35.203781,Carolinas Medical Center / Center for Mental Health,2.058775187
28210,35.131046,-80.851183,-80.868406,35.093345,Carolina Endoscopy Center - Pineville,2.776654499
28211,35.171222,-80.792094,-80.807206,35.190329,Endoscopy Services Center - Billingsley Road,1.570861904
28212,35.18145,-80.747842,-80.807206,35.190329,Endoscopy Services Center - Billingsley Road,3.415753487
28213,35.28457,-80.733757,-80.749538,35.305831,Endoscopy Services Center - University,1.716126871
28214,35.279208,-80.955158,-81.030765,35.249063,CaroMont Endoscopy Center,4.754266243
28215,35.251976,-80.697133,-80.749538,35.305831,Endoscopy Services Center - University,4.750789021
28216,35.301252,-80.901662,-80.865963,35.398019,Charlotte Gastroenterology & Hepatology (John J. Delaney Drive),6.97059668
28217,35.171004,-80.915103,-80.837469,35.203781,Carolinas Medical Center / Center for Mental Health,4.941668378
28218,35.2267,-80.8434,-80.825532,35.212877,Presbyterian Hospital,1.389481951
28219,35.2267,-80.8434,-80.825532,35.212877,Presbyterian Hospital,1.389481951
28220,35.2267,-80.8434,-80.825532,35.212877,Presbyterian Hospital,1.389481951
28221,35.2267,-80.8434,-80.825532,35.212877,Presbyterian Hospital,1.389481951
28222,35.2267,-80.8434,-80.825532,35.212877,Presbyterian Hospital,1.389481951
28223,35.303614,-80.733927,-80.748025,35.307809,Carolinas Medical Center - University,0.847752812
28224,35.2267,-80.8434,-80.825532,35.212877,Presbyterian Hospital,1.389481951
28226,35.106787,-80.829246,-80.868406,35.093345,Carolina Endoscopy Center - Pineville,2.404852719
28227,35.185389,-80.649343,-80.662122,35.169946,Presbyterian Mint Hill,1.287341067
28228,35.2267,-80.8434,-80.825532,35.212877,Presbyterian Hospital,1.389481951
28229,35.2267,-80.8434,-80.825532,35.212877,Presbyterian Hospital,1.389481951
28230,35.2267,-80.8434,-80.825532,35.212877,Presbyterian Hospital,1.389481951
28231,35.2267,-80.8434,-80.825532,35.212877,Presbyterian Hospital,1.389481951
28232,35.2267,-80.8434,-80.825532,35.212877,Presbyterian Hospital,1.389481951
